gene	P(rec)	rank	class		
COIL	0.128440276	6811	NA		
COL10A1	0.366077496	1541	NA		
COL11A1	0.346581137	1687	NA		
COL12A1	0.143833967	5705	NA		
COL13A1	0.14899444	5372	NA		
COL14A1	0.186161136	3963	NA		
COL16A1	0.126715329	6955	lof-tolerant		
COL17A1	0.282578717	2197	recessive		
COL19A1	0.12613947	6997	NA		
COL1A1	0.990879162	20	NA		
COL20A1	0.082227619	13240	NA		
COL21A1	0.135863981	6231	NA		
COL23A1	0.081418037	13299	NA		
COL24A1	0.111867804	8813	NA		
COL25A1	0.104576186	10367	NA		
COL29A1	0.063077798	13957	NA		
COL2A1	0.926934169	95	NA		
COL3A1	0.878010821	139	NA		
COL4A1	0.492459777	943	NA		
COL4A3	0.339816936	1735	NA		
COL4A3BP	0.096212049	11717	NA		
COL4A4	0.249013628	2638	NA		
COL4A6	0.074613849	13628	NA		
COL5A2	0.390554511	1381	NA		
COL6A1	0.539985095	798	NA		
COL6A2	0.378519091	1468	NA		
COL6A3	0.403596357	1318	NA		
COL7A1	0.252739347	2583	NA		
COL8A1	0.173060483	4361	NA		
COL8A2	0.185104929	3989	NA		
COL9A1	0.175353801	4278	NA		
COL9A2	0.162974987	4739	NA		
COLEC10	0.13784324	6088	NA		
COLEC11	0.110831614	9041	NA		
COLEC12	0.18008102	4122	NA		
COLQ	0.226102726	3031	recessive		
COMMD10	0.110206429	9163	NA		
COMMD2	0.107881786	9673	NA		
COMMD3	0.114575787	8290	NA		
COMMD4	0.107552119	9747	NA		
COMMD5	0.098451571	11389	NA		
COMMD6	0.100772649	11022	NA		
COMMD7	0.09741252	11543	NA		
COMMD8	0.09348395	12108	NA		
COMMD9	0.107856619	9680	NA		
COMP	0.722488388	374	NA		
COMT	0.750485309	323	recessive		
COMTD1	0.170971148	4427	NA		
COPA	0.184369141	4007	NA		
COPB1	0.258310601	2510	NA		
COPB2	0.195617709	3683	NA		
COPE	0.154393409	5122	NA		
COPG	0.22852132	2995	NA		
COPS2	0.155881126	5035.5	NA		
COPS3	0.121049144	7510	NA		
COPS4	0.118095035	7840.5	NA		
COPS5	0.314625907	1914.5	NA		
COPS6	0.15226127	5240	NA		
COPS7A	0.123273855	7277	NA		
COPS7B	0.081912888	13260	NA		
COPS8	0.186193481	3952.5	NA		
COPZ1	0.123788961	7209	NA		
COPZ2	0.107619284	9733	NA		
COQ10A	0.121223609	7491	NA		
COQ10B	0.118035365	7882	NA		
COQ2	0.129645118	6730	NA		
COQ3	0.107762076	9705	NA		
COQ4	0.106644823	9949	NA		
COQ5	0.172735233	4374	NA		
COQ6	0.220021434	3150	NA		
COQ7	0.14294543	5746	NA		
COQ9	0.086478743	12888	NA		
CORO1A	0.158583868	4910	NA		
CORO1B	0.167985646	4555	NA		
CORO1C	0.108184286	9615	NA		
CORO2A	0.110420609	9126	NA		
CORO2B	0.110343266	9142	NA		
CORT	0.266046433	2415.5	NA		
COTL1	0.14468352	5663	NA		
COX10	0.195188659	3689	NA		
COX11	0.170272458	4470	NA		
COX15	0.147419264	5495	NA		
COX17	0.194207365	3743	NA		
COX18	0.097708068	11506	NA		
COX19	0.088454774	12688	NA		
COX4I1	0.189047662	3875	NA		
COX4I2	0.110766124	9052	NA		
COX4NB	0.112629347	8624	NA		
COX5A	0.288482628	2129	NA		
COX5B	0.12112535	7502	NA		
COX6A1	0.08994813	12531	NA		
COX6A2	0.124993421	7087	NA		
COX6B1	0.142258457	5832	NA		
COX6C	0.080000106	13385	NA		
COX7A1	0.126787144	6946	NA		
COX7A2L	0.108374714	9564	NA		
COX7B	0.083999137	13089	NA		
COX8A	0.127268712	6912	NA		
CP	0.672523224	456	recessive		
CPA1	0.371335372	1515	NA		
CPA2	0.128606926	6801	NA		
CPA3	0.147183522	5505	NA		
CPA4	0.114488579	8307	NA		
CPA5	0.164053292	4680	NA		
CPA6	0.133654721	6403	NA		
CPAMD8	0.104526684	10377	NA		
CPB1	0.159755509	4862	NA		
CPB2	0.21242304	3290	NA		
CPE	0.252589003	2585	NA		
CPEB1	0.103695221	10532	NA		
CPEB2	0.088278931	12704	NA		
CPEB3	0.111405703	8912	NA		
CPEB4	0.111049686	8998.5	NA		
CPLX2	0.112629347	8624	NA		
CPLX4	0.096441596	11679	NA		
CPM	0.191094846	3822	NA		
CPN1	0.273403404	2316	recessive		
CPN2	0.172048112	4399	NA		
CPNE1	0.186480004	3935.5	lof-tolerant		
CPNE2	0.116044916	8106	NA		
CPNE3	0.11755641	7923	NA		
CPNE4	0.105229955	10219.5	NA		
CPNE5	0.104784247	10320	NA		
CPNE6	0.110364192	9138	NA		
CPNE8	0.126784613	6947	NA		
CPO	0.09424887	12015	NA		
CPOX	0.141728574	5852	NA		
CPS1	0.264042429	2437	recessive		
CPSF1	0.130792937	6607	NA		
CPSF2	0.147837578	5465	NA		
CPSF3L	0.120524326	7565	NA		
CPSF4	0.170502808	4452	NA		
CPSF6	0.142298242	5803	NA		
CPT1A	0.575493162	688	recessive		
CPT1B	0.348462578	1670	NA		
CPT2	0.101297068	10943	recessive		
CPVL	0.101886527	10850	NA		
CPXCR1	0.036283489	14106	NA		
CPXM1	0.107242705	9815	NA		
CPXM2	0.103879668	10499	NA		
CPZ	0.122298373	7375	NA		
CR2	0.45815802	1071	NA		
CRABP1	0.350263089	1658.5	NA		
CRABP2	0.198314486	3624	NA		
CRADD	0.146075512	5583	NA		
CRAMP1L	0.774108655	285	NA		
CRAT	0.508534166	884	NA		
CRB1	0.195288046	3688	NA		
CRB2	0.120745602	7548	NA		
CRB3	0.086582505	12877	NA		
CRCP	0.111652916	8857	NA		
CRCT1	0.112852745	8514	NA		
CREB1	0.948702925	70	NA		
CREB3	0.087098761	12814	NA		
CREB3L1	0.137610018	6100	NA		
CREB3L2	0.136359549	6161	NA		
CREB3L3	0.134106836	6360	NA		
CREB3L4	0.088850855	12650	NA		
CREBBP	0.550701348	763	NA		
CREBL2	0.137083032	6134	NA		
CREBZF	0.470845281	1028	NA		
CREG1	0.114757755	8264	NA		
CRELD1	0.09216477	12276	NA		
CRELD2	0.109085284	9406	NA		
CREM	0.255553694	2550	NA		
CRH	0.487361095	960	recessive		
CRHBP	0.099929727	11161	NA		
CRHR1	0.388836407	1393	NA		
CRHR2	0.153939256	5153	NA		
CRIM2	0.097626527	11516	NA		
CRIP1	0.112629347	8624	NA		
CRIP2	0.148962011	5392	NA		
CRIP3	0.106541647	9969	NA		
CRIPT	0.112629347	8624	NA		
CRISP1	0.070663213	13778	NA		
CRISP2	0.06437323	13932	NA		
CRISP3	0.126813679	6945	NA		
CRISPLD1	0.100599754	11039	NA		
CRISPLD2	0.106391446	10009	NA		
CRK	0.532961795	816.5	NA		
CRKL	0.439566359	1141.5	NA		
CRKRS	0.161289941	4801	NA		
CRLF1	0.197904157	3634	recessive		
CRLF3	0.109209107	9379	NA		
CRLS1	0.138069416	6074	NA		
CRMP1	0.162707316	4751	NA		
CRNKL1	0.175156036	4286	NA		
CRNN	0.085101186	13000	NA		
CROCC	0.158329318	4916	NA		
CROT	0.202550995	3528	NA		
CRP	0.443433817	1131	NA		
CRTAC1	0.12392993	7164	NA		
CRTAM	0.116060308	8104	NA		
CRTAP	0.109943995	9227	recessive		
CRTC1	0.229825793	2961	NA		
CRTC2	0.236954007	2819	NA		
CRTC3	0.126910075	6941	NA		
CRX	0.338172505	1751	NA		
CRY1	0.223353311	3073	NA		
CRY2	0.187086847	3917	NA		
CRYAA	0.259915145	2485.5	NA		
CRYAB	0.564579759	719	NA		
CRYBA1	0.176893119	4232	NA		
CRYBA2	0.12248477	7351	NA		
CRYBA4	0.133062995	6438	NA		
CRYBB1	0.134055	6363	NA		
CRYBB2	0.133474566	6409	NA		
CRYBB3	0.125331512	7062	NA		
CRYGA	0.136862373	6140	NA		
CRYGB	0.115098481	8220	NA		
CRYGC	0.396071249	1358	NA		
CRYGD	0.147209847	5503	NA		
CRYGN	0.09572288	11792	NA		
CRYL1	0.141573747	5860	NA		
CRYM	0.233113312	2888	NA		
CRYZ	0.42086905	1225	NA		
CRYZL1	0.092867201	12202	NA		
CS	0.80454472	238	NA		
CSAD	0.260033993	2477	NA		
CSDA	0.188171493	3892	NA		
CSDE1	0.178212948	4182.5	NA		
CSE1L	0.387653719	1408.5	NA		
CSF1	0.607085537	610	NA		
CSF1R	0.52469377	841	NA		
CSF2	0.811817774	226	NA		
CSF2RB	0.249427736	2630	recessive		
CSF3	0.850035173	182	NA		
CSF3R	0.336226793	1767	NA		
CSGALNACT1	0.114536404	8297	NA		
CSGALNACT2	0.111942762	8803	NA		
CSH2	0.073427633	13680	NA		
CSHL1	0.088129307	12720	NA		
CSK	0.671172574	458	NA		
CSMD1	0.123942883	7161	NA		
CSMD2	0.107664578	9722	NA		
CSMD3	0.106935358	9886	NA		
CSN2	0.387735648	1400	NA		
CSN3	0.146929423	5519	NA		
CSNK1A1	0.129717038	6696	NA		
CSNK1A1L	0.170992674	4426	NA		
CSNK1D	0.546268379	771.5	NA		
CSNK1E	0.585720539	657	NA		
CSNK1G1	0.14486114	5651	NA		
CSNK1G2	0.168788007	4519	NA		
CSNK1G3	0.180817977	4104	NA		
CSNK2A1	0.796417599	251	NA		
CSNK2A2	0.585720539	657	NA		
CSNK2B	0.200987651	3555.5	NA		
CSPG4	0.14191283	5842	NA		
CSPG5	0.155440203	5085	NA		
CSRNP2	0.104904567	10292	NA		
CSRNP3	0.107820909	9696	NA		
CSRP1	0.132569893	6479	NA		
CSRP2	0.109843908	9255	NA		
CSRP2BP	0.090715789	12440	NA		
CSRP3	0.216601258	3204	NA		
CST1	0.111858451	8816	NA		
CST11	0.067853651	13857	NA		
CST2	0.09576483	11784	NA		
CST3	0.625400068	561	NA		
CST4	0.107703471	9714	NA		
CST5	0.086218075	12911	NA		
CST6	0.146689915	5538	NA		
CST7	0.214512686	3260	NA		
CST8	0.275478719	2298	NA		
CST9	0.105647248	10144	NA		
CSTA	0.161334597	4799	NA		
CSTB	0.501561125	909	recessive		
CSTF1	0.112629347	8624	NA		
CSTF2	0.115669062	8154	NA		
CSTF2T	0.101441456	10921	NA		
CSTF3	0.163060049	4723	NA		
CSTL1	0.087785573	12744	NA		
CTAG1A	0.074405786	13637	NA		
CTAG1B	0.064067885	13938	NA		
CTAGE5	0.109164141	9388	NA		
CTBP1	0.386996719	1422	NA		
CTBP2	0.161214237	4805	NA		
CTBS	0.341874786	1722	NA		
CTCF	0.251420015	2597	NA		
CTCFL	0.091238108	12385	NA		
CTDP1	0.230346405	2937	recessive		
CTDSP1	0.12861048	6800	NA		
CTDSP2	0.153559764	5169	NA		
CTDSPL	0.15150289	5271	NA		
CTDSPL2	0.113713563	8396	NA		
CTF1	0.365618133	1542	NA		
CTGF	0.861461588	159	NA		
CTHRC1	0.145067816	5633	NA		
CTLA4	0.752378559	319	NA		
CTNNA1	0.220766539	3138	NA		
CTNNA2	0.112629347	8624	NA		
CTNNA3	0.185660184	3977	NA		
CTNNAL1	0.139147492	6007	NA		
CTNNB1	0.99630014	10	NA		
CTNNBL1	0.215203607	3241	NA		
CTNND1	0.271958756	2336	NA		
CTNND2	0.093621045	12096	NA		
CTNS	0.362672543	1555	recessive		
CTPS	0.262037444	2460	NA		
CTPS2	0.161319892	4800	NA		
CTR9	0.109560443	9312	NA		
CTRB1	0.151812194	5252	NA		
CTRB2	0.339832506	1734	NA		
CTRL	0.099040889	11313	NA		
CTSA	0.782267476	273	recessive		
CTSB	0.665825742	468	NA		
CTSC	0.664810777	477	recessive		
CTSD	0.908919333	112	recessive		
CTSE	0.241832573	2734	NA		
CTSF	0.152477391	5223	NA		
CTSG	0.485445764	970	NA		
CTSH	0.323654377	1835	NA		
CTSK	0.099503103	11247	recessive		
CTSL1	0.762634754	303	NA		
CTSL2	0.133034798	6440	NA		
CTSO	0.126251468	6991	NA		
CTSS	0.312089101	1943	NA		
CTSW	0.161642868	4785	NA		
CTSZ	0.14911225	5368	NA		
CTTN	0.585966615	652	NA		
CTTNBP2	0.123772753	7243	NA		
CTTNBP2NL	0.109785989	9267	NA		
CTXN1	0.112629347	8624	NA		
CTXN3	0.097468093	11538	NA		
CUBN	0.316306967	1900	recessive		
CUEDC1	0.104290718	10427	NA		
CUEDC2	0.108163744	9624	NA		
CUGBP1	0.155881126	5035.5	NA		
CUGBP2	0.149151076	5366	NA		
CUL1	0.255832008	2545	NA		
CUL2	0.194446828	3720	NA		
CUL3	0.186193481	3952.5	NA		
CUL4A	0.264059919	2435	NA		
CUL4B	0.121214835	7493	recessive		
CUL5	0.259915145	2485.5	NA		
CUL7	0.122842466	7312	recessive		
CUL9	0.106809618	9914.5	NA		
CUTA	0.234894261	2856	NA		
CUTC	0.17348179	4345	NA		
CUX1	0.448680193	1109	NA		
CUX2	0.117768761	7900	NA		
CUZD1	0.104681545	10351	NA		
CWC15	0.112629347	8624	NA		
CWC22	0.164289356	4674	NA		
CWF19L1	0.082498956	13218	NA		
CWF19L2	0.096815006	11638	NA		
CX3CL1	0.318968773	1877	NA		
CX3CR1	0.366378462	1537	NA		
CXADR	0.228103664	3004	NA		
CXCL1	0.574792891	692	NA		
CXCL10	0.587795886	647	NA		
CXCL11	0.237714745	2810	NA		
CXCL13	0.367338544	1533	NA		
CXCL14	0.213874778	3272	NA		
CXCL16	0.034487537	14108	NA		
CXCL17	0.086633195	12874	NA		
CXCL2	0.533393378	813	NA		
CXCL3	0.165323919	4641	NA		
CXCL5	0.203257078	3486	NA		
CXCL6	0.173345888	4347	NA		
CXCL9	0.355259337	1618	NA		
CXCR3	0.383913535	1439	NA		
CXCR4	0.791930153	257	NA		
CXCR5	0.295414414	2067	NA		
CXCR6	0.176692717	4241	NA		
CXCR7	0.183297883	4037	NA		
CXorf15	0.117876039	7894	NA		
CXorf21	0.104249497	10436	NA		
CXorf26	0.076587536	13552	NA		
CXorf27	0.069158484	13820	NA		
CXorf40A	0.073131086	13690	NA		
CXorf56	0.112629347	8624	NA		
CXorf61	0.053942029	14042	NA		
CXXC1	0.116144945	8093	NA		
CXXC4	0.118095035	7840.5	NA		
CXXC5	0.10324109	10613	NA		
CYB561	0.155816423	5064	NA		
CYB561D2	0.107251782	9812	NA		
CYB5A	0.335411299	1770	recessive		
CYB5B	0.108426537	9556	NA		
CYB5D2	0.214928921	3246	NA		
CYB5R1	0.130300177	6643	NA		
CYB5R2	0.10588064	10101	NA		
CYB5R3	0.281746126	2205	recessive		
CYBA	0.417787934	1246	recessive		
CYBASC3	0.109812585	9264	NA		
CYBB	0.749188885	329	recessive		
CYBRD1	0.182662003	4054	NA		
CYC1	0.222936153	3080	NA		
CYCS	0.988364617	23	NA		
CYFIP1	0.140877828	5898	NA		
CYFIP2	0.505380146	895	NA		
CYGB	0.287284114	2149	NA		
CYLC1	0.062589162	13964	NA		
CYLC2	0.077197943	13524	NA		
CYLD	0.309458508	1960	NA		
CYP11A1	0.140464388	5926	NA		
CYP11B1	0.24756893	2655	recessive		
CYP17A1	0.805641964	237	recessive		
CYP19A1	0.85420361	171	NA		
CYP1A1	0.834993174	200	NA		
CYP1A2	0.721848629	375	NA		
CYP1B1	0.619752374	578	NA		
CYP20A1	0.204778011	3456	NA		
CYP24A1	0.423573574	1206	NA		
CYP26B1	0.151052478	5291	NA		
CYP27A1	0.448527482	1111	recessive		
CYP27B1	0.399373477	1343	recessive		
CYP27C1	0.141500267	5863	NA		
CYP2A13	0.168959019	4513	NA		
CYP2A6	0.521469529	851	NA		
CYP2C18	0.248385859	2645	lof-tolerant		
CYP2C8	0.232560364	2901	NA		
CYP2C9	0.382549648	1448	NA		
CYP2J2	0.23313507	2887	NA		
CYP2R1	0.189247684	3871	recessive		
CYP2U1	0.167779542	4559	NA		
CYP2W1	0.154582335	5116	NA		
CYP39A1	0.147115492	5509	NA		
CYP3A4	0.5817929	670	NA		
CYP3A43	0.15336956	5174	lof-tolerant		
CYP3A7	0.201869397	3541	NA		
CYP46A1	0.350707058	1652	NA		
CYP4A11	0.497393479	925	NA		
CYP4A22	0.182415181	4060	NA		
CYP4B1	0.241941944	2731	lof-tolerant		
CYP4F11	0.136066857	6176	NA		
CYP4F12	0.138979551	6019	NA		
CYP4F2	0.212560313	3287	NA		
CYP4F22	0.14986629	5331	NA		
CYP4F8	0.139468228	5990	NA		
CYP4V2	0.27178339	2337	recessive		
CYP7A1	0.671874303	457	NA		
CYP7B1	0.244584516	2702	NA		
CYR61	0.786638842	264	NA		
CYS1	0.188119931	3896	NA		
CYSLTR1	0.157707302	4946	NA		
CYSLTR2	0.10177505	10871	NA		
CYTH1	0.216028512	3215	NA		
CYTH2	0.154915758	5103	NA		
CYTH3	0.146267353	5572	NA		
CYTH4	0.121925236	7417	NA		
CYTIP	0.126480614	6973	NA		
CYTL1	0.17319988	4356	NA		
CYTSA	0.107578689	9741	NA		
CYTSB	0.087530341	12772	NA		
CYYR1	0.092859335	12203	NA		
D2HGDH	0.142018751	5838	recessive		
DAAM1	0.12758653	6882	NA		
DAAM2	0.139485755	5988	NA		
DAB1	0.165202285	4646	NA		
DAB2	0.319176207	1874	NA		
DAB2IP	0.139932312	5951	NA		
DACH1	0.186158802	3964	NA		
DACH2	0.13144167	6559	NA		
DACT1	0.125446138	7054	NA		
DACT2	0.11827002	7791	NA		
DAD1	0.155881126	5035.5	NA		
DAG1	0.625125638	562	NA		
DAGLA	0.119880812	7631	NA		
DAGLB	0.103950268	10484	NA		
DAK	0.298250986	2041	NA		
DALRD3	0.087523527	12773	NA		
DAND5	0.202811281	3523	NA		
DAO	0.172296449	4390	NA		
DAP	0.074037787	13656	NA		
DAP3	0.103179607	10627	NA		
DAPK1	0.105446718	10179	NA		
DAPK2	0.128764285	6792	NA		
DAPK3	0.257906027	2517	NA		
DAPP1	0.113765552	8390	NA		
DARC	0.072065804	13730	NA		
DARS	0.195694316	3681	NA		
DARS2	0.172381429	4389	NA		
DAXX	0.109769943	9270	NA		
DAZAP1	0.111344247	8925	NA		
DAZAP2	0.071192216	13760	NA		
DAZL	0.158985353	4894	NA		
DBC1	0.135884977	6209	NA		
DBF4	0.151570914	5269	NA		
DBH	0.694866246	420	recessive		
DBI	0.079232377	13421	NA		
DBN1	0.19461507	3702.5	NA		
DBNDD2	0.071516856	13755	NA		
DBP	0.121124058	7503	NA		
DBR1	0.111541389	8885	NA		
DBT	0.320974104	1859	recessive		
DBX2	0.093248665	12141	NA		
DCAKD	0.143892277	5702	NA		
DCBLD1	0.102180306	10804	NA		
DCBLD2	0.100486536	11060	NA		
DCC	0.229764684	2964	NA		
DCD	0.16541424	4638	NA		
DCDC1	0.034349183	14110	NA		
DCDC5	0.075567256	13601	NA		
DCHS1	0.131011913	6593	NA		
DCI	0.238711375	2791	NA		
DCK	0.238913904	2788	NA		
DCLK1	0.163060049	4723	NA		
DCLK2	0.101022599	10982	NA		
DCLK3	0.113209981	8457	NA		
DCLRE1A	0.144887645	5650	NA		
DCLRE1B	0.133815337	6385	NA		
DCLRE1C	0.205937928	3427	recessive		
DCN	0.864584663	153	NA		
DCP1A	0.111037088	9002	NA		
DCP1B	0.084539325	13050	NA		
DCP2	0.108308483	9580	NA		
DCPS	0.192351244	3784	NA		
DCST1	0.091899996	12311	NA		
DCT	0.551366772	760	NA		
DCTD	0.241337648	2744	NA		
DCTN1	0.505365865	896	NA		
DCTN2	0.346959354	1681	NA		
DCTN3	0.115425335	8185	NA		
DCTN4	0.119778359	7648	NA		
DCTN5	0.115156713	8209	NA		
DCTN6	0.155881126	5035.5	NA		
DCTPP1	0.124224801	7146	NA		
DCUN1D1	0.129717038	6696	NA		
DCUN1D2	0.108793479	9474	NA		
DCX	0.799844939	245	NA		
DCXR	0.154720079	5112	NA		
DDA1	0.112536329	8720	NA		
DDB1	0.178034424	4196	NA		
DDB2	0.398870054	1349	recessive		
DDC	0.410330565	1290	recessive		
DDHD1	0.105656882	10142	NA		
DDHD2	0.089202029	12609	NA		
DDI1	0.099436102	11256	NA		
DDIT3	0.377494964	1473	NA		
DDIT4	0.19244265	3780	NA		
DDIT4L	0.129717038	6696	NA		
DDN	0.161454063	4795	NA		
DDO	0.175660755	4269	NA		
DDOST	0.249558866	2629	NA		
DDR1	0.343051796	1712	NA		
DDR2	0.134909299	6293	NA		
DDRGK1	0.086788366	12848	NA		
DDTL	0.077725237	13499	NA		
DDX1	0.499526661	918	NA		
DDX10	0.098332288	11409	NA		
DDX11	0.137552332	6106	NA		
DDX12	0.116682402	8025	NA		
DDX17	0.277278743	2277	NA		
DDX18	0.111564895	8881	NA		
DDX19A	0.116767347	8016	NA		
DDX19B	0.6171852	584	NA		
DDX20	0.273514026	2314	NA		
DDX21	0.228916702	2981	NA		
DDX23	0.134675976	6316	NA		
DDX24	0.153145167	5180	NA		
DDX25	0.105538192	10160	NA		
DDX26B	0.09573345	11791	NA		
DDX27	0.109262748	9368	NA		
DDX28	0.083960003	13092	NA		
DDX31	0.076660392	13550	NA		
DDX39	0.129717038	6696	NA		
DDX3X	0.338172505	1751	NA		
DDX4	0.107865421	9678	NA		
DDX41	0.258064779	2513	NA		
DDX42	0.118523295	7764	NA		
DDX43	0.097000067	11608	NA		
DDX46	0.110444067	9123	NA		
DDX47	0.12744412	6897	NA		
DDX49	0.116917092	7988	NA		
DDX5	0.259915145	2485.5	NA		
DDX50	0.133770887	6389	NA		
DDX51	0.109642801	9292	NA		
DDX52	0.251589248	2596	NA		
DDX53	0.102917241	10677	NA		
DDX54	0.116394393	8061	NA		
DDX55	0.113570237	8413	NA		
DDX56	0.117736049	7904.5	NA		
DDX58	0.215278586	3238	NA		
DDX59	0.104497642	10384	NA		
DDX6	0.104088526	10464	NA		
DDX60	0.09080975	12429.5	NA		
DDX60L	0.072700556	13709	NA		
DEAF1	0.100013908	11146	NA		
DECR1	0.93559124	84	recessive		
DECR2	0.130635305	6622	NA		
DEDD	0.13398514	6370	NA		
DEF6	0.11305493	8483	NA		
DEF8	0.103298846	10601	NA		
DEFA1	0.048938069	14069	NA		
DEFA3	0.048939334	14068	NA		
DEFA5	0.03412156	14111	NA		
DEFB1	0.254630587	2566	NA		
DEFB103A	0.314625907	1914.5	NA		
DEFB103B	0.220858067	3124	NA		
DEFB104A	0.13240653	6490	NA		
DEFB104B	0.099639077	11223	NA		
DEFB105A	0.068008408	13849	NA		
DEFB106B	0.034410981	14109	NA		
DEFB107A	0.049534999	14064	NA		
DEFB107B	0.054829332	14035	NA		
DEFB108B	0.052608215	14048	NA		
DEFB114	0.044530437	14085	NA		
DEFB118	0.072718949	13708	NA		
DEFB119	0.026414306	14135	NA		
DEFB121	0.057632206	14016	NA		
DEFB123	6.59E-35	14142	NA		
DEFB125	0.046747913	14080	NA		
DEFB127	0.064418869	13931	NA		
DEFB128	0.022466093	14138	lof-tolerant		
DEFB129	0.087613792	12763	NA		
DEFB132	0.080834654	13346	NA		
DEFB4	0.085407869	12971	NA		
DEGS1	0.323707029	1834	NA		
DEGS2	0.139910768	5955	NA		
DENND1A	0.083805866	13110	NA		
DENND1B	0.090454153	12477	NA		
DENND2C	0.102150283	10809	NA		
DENND2D	0.100278643	11094	NA		
DENND3	0.086446557	12891	NA		
DENND4A	0.108198014	9612	NA		
DENND4B	0.100219	11104	NA		
DENND5A	0.107496422	9760	NA		
DENR	0.091013742	12409	NA		
DEPDC1	0.084673239	13037	NA		
DEPDC1B	0.127093973	6930	NA		
DEPDC5	0.092787923	12211	NA		
DERA	0.180367855	4115	NA		
DERL1	0.182084161	4075	NA		
DERL2	0.135884977	6209	NA		
DERL3	0.127632104	6880	NA		
DES	0.122023976	7410	NA		
DET1	0.160407996	4834	NA		
DFFA	0.127243438	6915	NA		
DFFB	0.148845758	5413	NA		
DFNA5	0.115135176	8211	NA		
DFNB31	0.164870147	4652	NA		
DGAT1	0.342384406	1718	NA		
DGAT2	0.137606871	6101	NA		
DGAT2L3	0.094824641	11930	NA		
DGAT2L4	0.070743303	13774	NA		
DGAT2L6	0.100538588	11049	NA		
DGCR14	0.217851638	3188	NA		
DGCR2	0.267312135	2397	NA		
DGCR6	0.14019074	5937	NA		
DGCR6L	0.101013979	10984	NA		
DGCR8	0.139952187	5950	NA		
DGKA	0.14016723	5939	NA		
DGKB	0.127129631	6927	NA		
DGKD	0.137272909	6126	NA		
DGKE	0.229720198	2967	NA		
DGKG	0.18992301	3854	NA		
DGKH	0.132396645	6494	NA		
DGKI	0.12778115	6862	NA		
DGKK	0.090388881	12487	NA		
DGKQ	0.139031058	6017	NA		
DGKZ	0.237874579	2805	NA		
DGUOK	0.177771871	4205	NA		
DHCR24	0.236584113	2825	recessive		
DHCR7	0.321552134	1850	recessive		
DHDDS	0.825068886	213	NA		
DHDH	0.194374927	3734	lof-tolerant		
DHFR	0.662163228	480	NA		
DHH	0.391661008	1376	NA		
DHODH	0.439474293	1145	NA		
DHPS	0.164156406	4675	NA		
DHRS1	0.096836425	11631	NA		
DHRS11	0.113729716	8393	NA		
DHRS13	0.093253081	12139	NA		
DHRS3	0.169061434	4510	NA		
DHRS4	0.132494686	6484	NA		
DHRS4L2	0.090704012	12443	NA		
DHRS7	0.093172253	12154	NA		
DHRS7B	0.08946393	12592	NA		
DHRS7C	0.112022487	8791	NA		
DHRS9	0.138479849	6051	NA		
DHX15	0.449661678	1103	NA		
DHX16	0.111265533	8942	NA		
DHX29	0.102029932	10826	NA		
DHX30	0.133988175	6369	NA		
DHX32	0.093504397	12106	NA		
DHX34	0.105691798	10136	NA		
DHX35	0.099425235	11260	NA		
DHX36	0.13076124	6610	NA		
DHX37	0.099267418	11278	NA		
DHX38	0.139901599	5958	NA		
DHX40	0.133002447	6443	NA		
DHX58	0.118059946	7880	NA		
DHX8	0.095938227	11751	NA		
DHX9	0.133180651	6431	NA		
DIAPH1	0.163763492	4692	NA		
DIAPH2	0.272992001	2326	NA		
DIAPH3	0.085024436	13008	NA		
DICER1	0.494852875	929	NA		
DIDO1	0.146480777	5556	NA		
DIMT1L	0.375759286	1481	NA		
DIP2A	0.098016589	11461	NA		
DIP2B	0.098431139	11395	NA		
DIP2C	0.100618856	11038	NA		
DIRAS1	0.129403238	6742	NA		
DIRAS2	0.142298242	5803	NA		
DIRAS3	0.154468097	5118	NA		
DIRC2	0.082916794	13187	NA		
DIS3	0.114221232	8338	NA		
DIS3L	0.100695626	11034	NA		
DIS3L2	0.090551566	12464.5	NA		
DISC1	0.268915085	2368	NA		
DISP1	0.111834787	8819	NA		
DISP2	0.109024682	9425	NA		
DIXDC1	0.106903401	9896	NA		
DKC1	0.249883883	2612	recessive		
DKK1	0.591977773	641	NA		
DKK2	0.144030442	5695	NA		
DKK3	0.288251511	2133	NA		
DKK4	0.129563733	6734	NA		
DKKL1	0.125861482	7022	NA		
DLAT	0.423449159	1208	NA		
DLC1	0.095136087	11882	NA		
DLD	0.886551353	130	recessive		
DLEC1	0.108736286	9494	NA		
DLEU2	0.081855588	13265.5	NA		
DLEU2L	0.081855588	13265.5	NA		
DLEU7	0.079031531	13433	NA		
DLG1	0.184438308	4005	NA		
DLG2	0.116589301	8036	NA		
DLG3	0.341959161	1721	NA		
DLG4	0.61145531	596.5	NA		
DLG5	0.165377912	4640	NA		
DLGAP1	0.125270805	7068	NA		
DLGAP2	0.109914226	9234	NA		
DLGAP3	0.111950235	8802	NA		
DLGAP4	0.117160253	7968	NA		
DLGAP5	0.089685626	12564	NA		
DLK1	0.355871869	1614	NA		
DLK2	0.10908957	9405	NA		
DLL1	0.598524741	626	NA		
DLL3	0.140122491	5943	recessive		
DLL4	0.205719867	3430	NA		
DLST	0.465725012	1045	NA		
DLSTP	0.452424082	1094	NA		
DLX1	0.202974773	3509.5	NA		
DLX2	0.119116123	7702	NA		
DLX3	0.211778404	3305	NA		
