pathway	source	ensembl_ids
Lidocaine (Antiarrhythmic) Pathway	SMPDB	ENSG00000175548,ENSG00000105048,ENSG00000072062,ENSG00000006071,ENSG00000108946,ENSG00000007402,ENSG00000198626,ENSG00000120457,ENSG00000159173,ENSG00000160014,ENSG00000130598,ENSG00000143933,ENSG00000101400,ENSG00000130037,ENSG00000160868,ENSG00000069849,ENSG00000114854,ENSG00000187486,ENSG00000198668,ENSG00000132681,ENSG00000181072,ENSG00000163399,ENSG00000069431,ENSG00000130595,ENSG00000143153,ENSG00000168135,ENSG00000138622,ENSG00000198467,ENSG00000121361,ENSG00000151067,ENSG00000135750,ENSG00000171385,ENSG00000053918,ENSG00000137731,ENSG00000183023,ENSG00000129244,ENSG00000174437,ENSG00000018625,ENSG00000075711,ENSG00000123700,ENSG00000006283,ENSG00000055118,ENSG00000144891,ENSG00000129991,ENSG00000043591,ENSG00000182621,ENSG00000150995,ENSG00000067191,ENSG00000159197,ENSG00000168807,ENSG00000180509,ENSG00000101470,ENSG00000162989,ENSG00000172164,ENSG00000140416,ENSG00000120049,ENSG00000065534,ENSG00000140505,ENSG00000183873,ENSG00000105409,ENSG00000198523,ENSG00000118194,ENSG00000196557
Congenital Bile Acid Synthesis Defect Type III	SMPDB	ENSG00000107798,ENSG00000099377,ENSG00000133835,ENSG00000083807,ENSG00000198610,ENSG00000136881,ENSG00000167910,ENSG00000138135,ENSG00000242110,ENSG00000180432,ENSG00000036530,ENSG00000122787,ENSG00000172817,ENSG00000168306,ENSG00000135929,ENSG00000146233,ENSG00000116171
Lysosomal Acid Lipase Deficiency (Wolman Disease)	SMPDB	ENSG00000160285,ENSG00000079459,ENSG00000113161,ENSG00000149809,ENSG00000107798,ENSG00000067064,ENSG00000147155,ENSG00000116133,ENSG00000001630,ENSG00000110921,ENSG00000147383,ENSG00000160752,ENSG00000104549,ENSG00000167508,ENSG00000132196,ENSG00000112972,ENSG00000052802,ENSG00000057252,ENSG00000152904,ENSG00000109929,ENSG00000163344,ENSG00000120437
Phenylalanine and Tyrosine Metabolism	SMPDB	ENSG00000134684,ENSG00000100577,ENSG00000113924,ENSG00000103876,ENSG00000171759,ENSG00000179115,ENSG00000198650,ENSG00000116120,ENSG00000120053,ENSG00000104951,ENSG00000158104
Ammonia Recycling	SMPDB	ENSG00000135423,ENSG00000084110,ENSG00000070669,ENSG00000162174,ENSG00000135821,ENSG00000148672,ENSG00000021826,ENSG00000135094
Glycine and Serine Metabolism	SMPDB	ENSG00000176974,ENSG00000124713,ENSG00000171766,ENSG00000132837,ENSG00000178445,ENSG00000116761,ENSG00000145020,ENSG00000189221,ENSG00000111275,ENSG00000146733,ENSG00000167720,ENSG00000092621,ENSG00000135069,ENSG00000123453,ENSG00000182199,ENSG00000091140,ENSG00000031698,ENSG00000145692,ENSG00000106105,ENSG00000023330,ENSG00000160200,ENSG00000130005,ENSG00000172482,ENSG00000100116,ENSG00000168237,ENSG00000135094
Pterine Biosynthesis	SMPDB	ENSG00000150787,ENSG00000085662,ENSG00000188985,ENSG00000116096,ENSG00000228716,ENSG00000131979,ENSG00000151552,ENSG00000137880,ENSG00000159228
Nicotine Activity on Chromaffin Cells	Wikipathways	ENSG00000117971,ENSG00000080644,ENSG00000006283,ENSG00000151067
Tyrosine Metabolism	SMPDB	ENSG00000002726,ENSG00000077498,ENSG00000086991,ENSG00000189221,ENSG00000113924,ENSG00000103876,ENSG00000051523,ENSG00000108602,ENSG00000120053,ENSG00000187758,ENSG00000240972,ENSG00000140279,ENSG00000123454,ENSG00000115705,ENSG00000080166,ENSG00000132437,ENSG00000137857,ENSG00000100577,ENSG00000165168,ENSG00000141744,ENSG00000198650,ENSG00000158104,ENSG00000074771,ENSG00000162882,ENSG00000070748
Beta-Alanine Metabolism	SMPDB	ENSG00000131471,ENSG00000111275,ENSG00000188641,ENSG00000100024,ENSG00000183044,ENSG00000128683,ENSG00000119711,ENSG00000150656,ENSG00000147647
Citrullinemia Type I	SMPDB	ENSG00000115902,ENSG00000126522,ENSG00000102743,ENSG00000135423,ENSG00000125166,ENSG00000118520,ENSG00000130707,ENSG00000167701,ENSG00000115840,ENSG00000148672,ENSG00000036473,ENSG00000021826,ENSG00000105281
Carbamoyl Phosphate Synthetase Deficiency	SMPDB	ENSG00000115902,ENSG00000126522,ENSG00000102743,ENSG00000135423,ENSG00000125166,ENSG00000118520,ENSG00000130707,ENSG00000167701,ENSG00000115840,ENSG00000148672,ENSG00000036473,ENSG00000021826,ENSG00000105281
Argininosuccinic Aciduria	SMPDB	ENSG00000115902,ENSG00000126522,ENSG00000102743,ENSG00000135423,ENSG00000125166,ENSG00000118520,ENSG00000130707,ENSG00000167701,ENSG00000115840,ENSG00000148672,ENSG00000036473,ENSG00000021826,ENSG00000105281
Olmesartan Pathway	SMPDB	ENSG00000143839,ENSG00000159640,ENSG00000135744,ENSG00000144891
Losartan Pathway	SMPDB	ENSG00000143839,ENSG00000159640,ENSG00000135744,ENSG00000144891
Irbesartan Pathway	SMPDB	ENSG00000143839,ENSG00000159640,ENSG00000135744,ENSG00000144891
Forasartan Pathway	SMPDB	ENSG00000143839,ENSG00000159640,ENSG00000135744,ENSG00000144891
Adenylosuccinate Lyase Deficiency	SMPDB	ENSG00000159131,ENSG00000061918,ENSG00000114956,ENSG00000112541,ENSG00000116748,ENSG00000106992,ENSG00000138363,ENSG00000198931,ENSG00000152402,ENSG00000125877,ENSG00000198805,ENSG00000172113,ENSG00000128050,ENSG00000106348,ENSG00000143199,ENSG00000128059,ENSG00000196839,ENSG00000137198,ENSG00000138138,ENSG00000187097,ENSG00000076685,ENSG00000165609,ENSG00000165704,ENSG00000035687,ENSG00000239900,ENSG00000229937,ENSG00000113448,ENSG00000188833,ENSG00000178921,ENSG00000158125,ENSG00000119125,ENSG00000143774,ENSG00000164978,ENSG00000163655,ENSG00000171848,ENSG00000167325
Valsartan Pathway	SMPDB	ENSG00000143839,ENSG00000159640,ENSG00000135744,ENSG00000144891
Telmisartan Pathway	SMPDB	ENSG00000143839,ENSG00000159640,ENSG00000135744,ENSG00000144891
Alkaptonuria	SMPDB	ENSG00000002726,ENSG00000077498,ENSG00000086991,ENSG00000189221,ENSG00000113924,ENSG00000103876,ENSG00000051523,ENSG00000108602,ENSG00000120053,ENSG00000187758,ENSG00000240972,ENSG00000140279,ENSG00000123454,ENSG00000115705,ENSG00000080166,ENSG00000132437,ENSG00000137857,ENSG00000100577,ENSG00000165168,ENSG00000141744,ENSG00000198650,ENSG00000158104,ENSG00000074771,ENSG00000162882,ENSG00000070748
AICA-Ribosiduria	SMPDB	ENSG00000159131,ENSG00000061918,ENSG00000114956,ENSG00000112541,ENSG00000116748,ENSG00000106992,ENSG00000138363,ENSG00000198931,ENSG00000152402,ENSG00000125877,ENSG00000198805,ENSG00000172113,ENSG00000128050,ENSG00000106348,ENSG00000143199,ENSG00000128059,ENSG00000196839,ENSG00000137198,ENSG00000138138,ENSG00000187097,ENSG00000076685,ENSG00000165609,ENSG00000165704,ENSG00000035687,ENSG00000239900,ENSG00000229937,ENSG00000113448,ENSG00000188833,ENSG00000178921,ENSG00000158125,ENSG00000119125,ENSG00000143774,ENSG00000164978,ENSG00000163655,ENSG00000171848,ENSG00000167325
Quinidine Pathway	SMPDB	ENSG00000137731,ENSG00000105048,ENSG00000072062,ENSG00000006071,ENSG00000108946,ENSG00000007402,ENSG00000120457,ENSG00000159173,ENSG00000130598,ENSG00000143933,ENSG00000129244,ENSG00000130037,ENSG00000160014,ENSG00000069849,ENSG00000101470,ENSG00000187486,ENSG00000198668,ENSG00000132681,ENSG00000181072,ENSG00000163399,ENSG00000069431,ENSG00000130595,ENSG00000143153,ENSG00000101400,ENSG00000138622,ENSG00000198467,ENSG00000121361,ENSG00000151067,ENSG00000114854,ENSG00000135750,ENSG00000171385,ENSG00000053918,ENSG00000175548,ENSG00000183023,ENSG00000198626,ENSG00000174437,ENSG00000018625,ENSG00000075711,ENSG00000123700,ENSG00000006283,ENSG00000055118,ENSG00000144891,ENSG00000129991,ENSG00000043591,ENSG00000182621,ENSG00000150995,ENSG00000067191,ENSG00000159197,ENSG00000168807,ENSG00000180509,ENSG00000168135,ENSG00000162989,ENSG00000172164,ENSG00000140416,ENSG00000120049,ENSG00000065534,ENSG00000183873,ENSG00000105409,ENSG00000198523,ENSG00000118194,ENSG00000196557
Vasopressin Regulation of Water Homeostasis	SMPDB	ENSG00000078369,ENSG00000172380,ENSG00000142875,ENSG00000078295,ENSG00000126895,ENSG00000087460
Primary hyperoxaluria II, PH2	SMPDB	ENSG00000132142,ENSG00000082212,ENSG00000075239,ENSG00000014641,ENSG00000119640,ENSG00000063854,ENSG00000166816,ENSG00000111275,ENSG00000172497,ENSG00000124767,ENSG00000143627,ENSG00000124253,ENSG00000065833,ENSG00000085662,ENSG00000091140,ENSG00000173599,ENSG00000131828,ENSG00000168291,ENSG00000131069,ENSG00000166800,ENSG00000137106,ENSG00000150768
Pyruvate kinase deficiency	SMPDB	ENSG00000132142,ENSG00000082212,ENSG00000075239,ENSG00000014641,ENSG00000119640,ENSG00000063854,ENSG00000166816,ENSG00000111275,ENSG00000172497,ENSG00000124767,ENSG00000143627,ENSG00000124253,ENSG00000065833,ENSG00000085662,ENSG00000091140,ENSG00000173599,ENSG00000131828,ENSG00000168291,ENSG00000131069,ENSG00000166800,ENSG00000137106,ENSG00000150768
Ethacrynic Acid pathway	SMPDB	ENSG00000151623,ENSG00000168447,ENSG00000162572,ENSG00000103064,ENSG00000092068,ENSG00000139209,ENSG00000069849,ENSG00000074803,ENSG00000111319,ENSG00000165272,ENSG00000132681,ENSG00000103257,ENSG00000163399,ENSG00000167580,ENSG00000112499,ENSG00000143153,ENSG00000129244,ENSG00000138079,ENSG00000140199,ENSG00000155465,ENSG00000137731,ENSG00000106688,ENSG00000070915,ENSG00000018625,ENSG00000197901,ENSG00000240583,ENSG00000186510,ENSG00000168003,ENSG00000163817,ENSG00000021488,ENSG00000105409,ENSG00000166828
Celecoxib Pathway	SMPDB	ENSG00000107317,ENSG00000130649,ENSG00000148344,ENSG00000186115,ENSG00000242515,ENSG00000012779,ENSG00000073756,ENSG00000160868,ENSG00000161905,ENSG00000138109,ENSG00000134716,ENSG00000100031,ENSG00000120915,ENSG00000059377,ENSG00000186526,ENSG00000168970,ENSG00000108839,ENSG00000155016,ENSG00000196139,ENSG00000233276,ENSG00000197408,ENSG00000213316,ENSG00000187758,ENSG00000159228,ENSG00000157870,ENSG00000179593,ENSG00000124212,ENSG00000243708,ENSG00000196616,ENSG00000187048,ENSG00000179477,ENSG00000138115,ENSG00000095303,ENSG00000111144,ENSG00000100197
Alendronate pathway	SMPDB	ENSG00000160285,ENSG00000079459,ENSG00000113161,ENSG00000149809,ENSG00000107798,ENSG00000067064,ENSG00000147155,ENSG00000116133,ENSG00000001630,ENSG00000110921,ENSG00000147383,ENSG00000160752,ENSG00000104549,ENSG00000167508,ENSG00000132196,ENSG00000112972,ENSG00000052802,ENSG00000057252,ENSG00000152904,ENSG00000109929,ENSG00000163344,ENSG00000120437
Sulindac Pathway	SMPDB	ENSG00000107317,ENSG00000130649,ENSG00000148344,ENSG00000186115,ENSG00000012779,ENSG00000073756,ENSG00000161905,ENSG00000134716,ENSG00000100031,ENSG00000120915,ENSG00000059377,ENSG00000186526,ENSG00000168970,ENSG00000108839,ENSG00000155016,ENSG00000196139,ENSG00000233276,ENSG00000197408,ENSG00000213316,ENSG00000159228,ENSG00000157870,ENSG00000187048,ENSG00000124212,ENSG00000243708,ENSG00000179477,ENSG00000138115,ENSG00000095303,ENSG00000111144,ENSG00000179593
Diclofenac Pathway	SMPDB	ENSG00000107317,ENSG00000130649,ENSG00000148344,ENSG00000186115,ENSG00000012779,ENSG00000073756,ENSG00000161905,ENSG00000134716,ENSG00000100031,ENSG00000120915,ENSG00000059377,ENSG00000186526,ENSG00000168970,ENSG00000108839,ENSG00000155016,ENSG00000196139,ENSG00000233276,ENSG00000197408,ENSG00000213316,ENSG00000159228,ENSG00000157870,ENSG00000187048,ENSG00000124212,ENSG00000243708,ENSG00000179477,ENSG00000138115,ENSG00000095303,ENSG00000111144,ENSG00000179593
Rosuvastatin Pathway	SMPDB	ENSG00000160285,ENSG00000079459,ENSG00000113161,ENSG00000149809,ENSG00000107798,ENSG00000067064,ENSG00000147155,ENSG00000116133,ENSG00000001630,ENSG00000110921,ENSG00000147383,ENSG00000160752,ENSG00000104549,ENSG00000167508,ENSG00000132196,ENSG00000112972,ENSG00000052802,ENSG00000057252,ENSG00000152904,ENSG00000109929,ENSG00000163344,ENSG00000120437
Quinethazone Pathway	SMPDB	ENSG00000151623,ENSG00000168447,ENSG00000162572,ENSG00000103064,ENSG00000092068,ENSG00000139209,ENSG00000069849,ENSG00000240583,ENSG00000111319,ENSG00000165272,ENSG00000132681,ENSG00000103257,ENSG00000163399,ENSG00000167580,ENSG00000112499,ENSG00000143153,ENSG00000129244,ENSG00000138079,ENSG00000140199,ENSG00000155465,ENSG00000137731,ENSG00000106688,ENSG00000070915,ENSG00000018625,ENSG00000197901,ENSG00000074803,ENSG00000186510,ENSG00000168003,ENSG00000163817,ENSG00000021488,ENSG00000105409,ENSG00000166828
Bendroflumethiazide Pathway	SMPDB	ENSG00000151623,ENSG00000168447,ENSG00000162572,ENSG00000103064,ENSG00000092068,ENSG00000139209,ENSG00000069849,ENSG00000240583,ENSG00000111319,ENSG00000165272,ENSG00000132681,ENSG00000103257,ENSG00000163399,ENSG00000167580,ENSG00000112499,ENSG00000143153,ENSG00000129244,ENSG00000138079,ENSG00000140199,ENSG00000155465,ENSG00000137731,ENSG00000106688,ENSG00000070915,ENSG00000018625,ENSG00000197901,ENSG00000074803,ENSG00000186510,ENSG00000168003,ENSG00000163817,ENSG00000021488,ENSG00000105409,ENSG00000166828
Pyruvate dehydrogenase deficiency (E3)	SMPDB	ENSG00000146701,ENSG00000067829,ENSG00000062485,ENSG00000173599,ENSG00000091483,ENSG00000204370,ENSG00000105953,ENSG00000091140,ENSG00000117118,ENSG00000172340,ENSG00000119689,ENSG00000163541,ENSG00000060762,ENSG00000073578,ENSG00000150768,ENSG00000131828,ENSG00000143252,ENSG00000166411,ENSG00000100412,ENSG00000101365,ENSG00000168291
Lovastatin Pathway	SMPDB	ENSG00000160285,ENSG00000079459,ENSG00000113161,ENSG00000149809,ENSG00000107798,ENSG00000067064,ENSG00000147155,ENSG00000116133,ENSG00000001630,ENSG00000110921,ENSG00000147383,ENSG00000160752,ENSG00000104549,ENSG00000167508,ENSG00000132196,ENSG00000112972,ENSG00000052802,ENSG00000057252,ENSG00000152904,ENSG00000109929,ENSG00000163344,ENSG00000120437
Ketorolac Pathway	SMPDB	ENSG00000107317,ENSG00000130649,ENSG00000148344,ENSG00000186115,ENSG00000012779,ENSG00000073756,ENSG00000161905,ENSG00000134716,ENSG00000100031,ENSG00000120915,ENSG00000059377,ENSG00000186526,ENSG00000168970,ENSG00000108839,ENSG00000155016,ENSG00000196139,ENSG00000233276,ENSG00000197408,ENSG00000213316,ENSG00000159228,ENSG00000157870,ENSG00000187048,ENSG00000124212,ENSG00000243708,ENSG00000179477,ENSG00000138115,ENSG00000095303,ENSG00000111144,ENSG00000179593
Betaxolol Pathway	SMPDB	ENSG00000175548,ENSG00000105048,ENSG00000072062,ENSG00000006071,ENSG00000108946,ENSG00000007402,ENSG00000120457,ENSG00000159173,ENSG00000130598,ENSG00000143933,ENSG00000168135,ENSG00000130037,ENSG00000160014,ENSG00000069849,ENSG00000114854,ENSG00000187486,ENSG00000198668,ENSG00000132681,ENSG00000181072,ENSG00000163399,ENSG00000069431,ENSG00000130595,ENSG00000143153,ENSG00000129244,ENSG00000138622,ENSG00000198467,ENSG00000121361,ENSG00000151067,ENSG00000135750,ENSG00000171385,ENSG00000053918,ENSG00000137731,ENSG00000183023,ENSG00000198626,ENSG00000174437,ENSG00000018625,ENSG00000075711,ENSG00000123700,ENSG00000006283,ENSG00000055118,ENSG00000144891,ENSG00000129991,ENSG00000168807,ENSG00000182621,ENSG00000150995,ENSG00000067191,ENSG00000159197,ENSG00000101400,ENSG00000043591,ENSG00000180509,ENSG00000101470,ENSG00000162989,ENSG00000172164,ENSG00000140416,ENSG00000120049,ENSG00000065534,ENSG00000183873,ENSG00000105409,ENSG00000198523,ENSG00000118194,ENSG00000196557
Atenolol Pathway	SMPDB	ENSG00000175548,ENSG00000105048,ENSG00000072062,ENSG00000006071,ENSG00000108946,ENSG00000007402,ENSG00000120457,ENSG00000159173,ENSG00000130598,ENSG00000143933,ENSG00000168135,ENSG00000130037,ENSG00000160014,ENSG00000069849,ENSG00000114854,ENSG00000187486,ENSG00000198668,ENSG00000132681,ENSG00000181072,ENSG00000163399,ENSG00000069431,ENSG00000130595,ENSG00000143153,ENSG00000129244,ENSG00000138622,ENSG00000198467,ENSG00000121361,ENSG00000151067,ENSG00000135750,ENSG00000171385,ENSG00000053918,ENSG00000137731,ENSG00000183023,ENSG00000198626,ENSG00000174437,ENSG00000018625,ENSG00000075711,ENSG00000123700,ENSG00000006283,ENSG00000055118,ENSG00000144891,ENSG00000129991,ENSG00000168807,ENSG00000182621,ENSG00000150995,ENSG00000067191,ENSG00000159197,ENSG00000101400,ENSG00000043591,ENSG00000180509,ENSG00000101470,ENSG00000162989,ENSG00000172164,ENSG00000140416,ENSG00000120049,ENSG00000065534,ENSG00000183873,ENSG00000105409,ENSG00000198523,ENSG00000118194,ENSG00000196557
Pyruvate dehydrogenase deficiency (E2)	SMPDB	ENSG00000146701,ENSG00000067829,ENSG00000062485,ENSG00000173599,ENSG00000091483,ENSG00000204370,ENSG00000105953,ENSG00000091140,ENSG00000117118,ENSG00000172340,ENSG00000119689,ENSG00000163541,ENSG00000060762,ENSG00000073578,ENSG00000150768,ENSG00000131828,ENSG00000143252,ENSG00000166411,ENSG00000100412,ENSG00000101365,ENSG00000168291
Alprenolol Pathway	SMPDB	ENSG00000175548,ENSG00000105048,ENSG00000072062,ENSG00000006071,ENSG00000108946,ENSG00000007402,ENSG00000120457,ENSG00000159173,ENSG00000130598,ENSG00000143933,ENSG00000168135,ENSG00000130037,ENSG00000160014,ENSG00000069849,ENSG00000114854,ENSG00000187486,ENSG00000198668,ENSG00000132681,ENSG00000181072,ENSG00000163399,ENSG00000069431,ENSG00000130595,ENSG00000143153,ENSG00000129244,ENSG00000138622,ENSG00000198467,ENSG00000121361,ENSG00000151067,ENSG00000135750,ENSG00000171385,ENSG00000053918,ENSG00000137731,ENSG00000183023,ENSG00000198626,ENSG00000174437,ENSG00000018625,ENSG00000075711,ENSG00000123700,ENSG00000006283,ENSG00000055118,ENSG00000144891,ENSG00000129991,ENSG00000168807,ENSG00000182621,ENSG00000150995,ENSG00000067191,ENSG00000159197,ENSG00000101400,ENSG00000043591,ENSG00000180509,ENSG00000101470,ENSG00000162989,ENSG00000172164,ENSG00000140416,ENSG00000120049,ENSG00000065534,ENSG00000183873,ENSG00000105409,ENSG00000198523,ENSG00000118194,ENSG00000196557
Acebutolol Pathway	SMPDB	ENSG00000175548,ENSG00000105048,ENSG00000072062,ENSG00000006071,ENSG00000108946,ENSG00000007402,ENSG00000120457,ENSG00000159173,ENSG00000130598,ENSG00000143933,ENSG00000168135,ENSG00000130037,ENSG00000160014,ENSG00000069849,ENSG00000114854,ENSG00000187486,ENSG00000198668,ENSG00000132681,ENSG00000181072,ENSG00000163399,ENSG00000069431,ENSG00000130595,ENSG00000143153,ENSG00000129244,ENSG00000138622,ENSG00000198467,ENSG00000121361,ENSG00000151067,ENSG00000135750,ENSG00000171385,ENSG00000053918,ENSG00000137731,ENSG00000183023,ENSG00000198626,ENSG00000174437,ENSG00000018625,ENSG00000075711,ENSG00000123700,ENSG00000006283,ENSG00000055118,ENSG00000144891,ENSG00000129991,ENSG00000168807,ENSG00000182621,ENSG00000150995,ENSG00000067191,ENSG00000159197,ENSG00000101400,ENSG00000043591,ENSG00000180509,ENSG00000101470,ENSG00000162989,ENSG00000172164,ENSG00000140416,ENSG00000120049,ENSG00000065534,ENSG00000183873,ENSG00000105409,ENSG00000198523,ENSG00000118194,ENSG00000196557
2-ketoglutarate dehydrogenase complex deficiency	SMPDB	ENSG00000146701,ENSG00000067829,ENSG00000062485,ENSG00000173599,ENSG00000091483,ENSG00000204370,ENSG00000105953,ENSG00000091140,ENSG00000117118,ENSG00000172340,ENSG00000119689,ENSG00000163541,ENSG00000060762,ENSG00000073578,ENSG00000150768,ENSG00000131828,ENSG00000143252,ENSG00000166411,ENSG00000100412,ENSG00000101365,ENSG00000168291
Mitochondrial complex II deficiency	SMPDB	ENSG00000146701,ENSG00000067829,ENSG00000062485,ENSG00000173599,ENSG00000091483,ENSG00000204370,ENSG00000105953,ENSG00000091140,ENSG00000117118,ENSG00000172340,ENSG00000119689,ENSG00000163541,ENSG00000060762,ENSG00000073578,ENSG00000150768,ENSG00000131828,ENSG00000143252,ENSG00000166411,ENSG00000100412,ENSG00000101365,ENSG00000168291
Trifunctional protein deficiency	SMPDB	ENSG00000196177,ENSG00000105607,ENSG00000151726,ENSG00000138029,ENSG00000084754,ENSG00000115361,ENSG00000075239,ENSG00000117054,ENSG00000157184,ENSG00000127884,ENSG00000167315,ENSG00000122971,ENSG00000110090,ENSG00000072778
Long-chain-3-hydroxyacyl-coa dehydrogenase deficiency (LCHAD)	SMPDB	ENSG00000127884,ENSG00000072506,ENSG00000131238,ENSG00000084754,ENSG00000167315,ENSG00000116353,ENSG00000138029
Fumarase deficiency	SMPDB	ENSG00000146701,ENSG00000067829,ENSG00000062485,ENSG00000173599,ENSG00000091483,ENSG00000204370,ENSG00000105953,ENSG00000091140,ENSG00000117118,ENSG00000172340,ENSG00000119689,ENSG00000163541,ENSG00000060762,ENSG00000073578,ENSG00000150768,ENSG00000131828,ENSG00000143252,ENSG00000166411,ENSG00000100412,ENSG00000101365,ENSG00000168291
Congenital lactic acidosis	SMPDB	ENSG00000146701,ENSG00000067829,ENSG00000062485,ENSG00000173599,ENSG00000091483,ENSG00000204370,ENSG00000105953,ENSG00000091140,ENSG00000117118,ENSG00000172340,ENSG00000119689,ENSG00000163541,ENSG00000060762,ENSG00000073578,ENSG00000150768,ENSG00000131828,ENSG00000143252,ENSG00000166411,ENSG00000100412,ENSG00000101365,ENSG00000168291
Carnitine palmitoyl transferase deficiency (II)	SMPDB	ENSG00000196177,ENSG00000105607,ENSG00000151726,ENSG00000138029,ENSG00000084754,ENSG00000115361,ENSG00000075239,ENSG00000117054,ENSG00000157184,ENSG00000127884,ENSG00000167315,ENSG00000122971,ENSG00000110090,ENSG00000072778
Very-long-chain acyl coa dehydrogenase deficiency (VLCAD)	SMPDB	ENSG00000196177,ENSG00000105607,ENSG00000151726,ENSG00000138029,ENSG00000084754,ENSG00000115361,ENSG00000075239,ENSG00000117054,ENSG00000157184,ENSG00000127884,ENSG00000167315,ENSG00000122971,ENSG00000110090,ENSG00000072778
Homocystinuria due to defect of N(5,10)-methylene THF deficiency	SMPDB	ENSG00000065911,ENSG00000136877,ENSG00000188985,ENSG00000160282,ENSG00000228716,ENSG00000177000,ENSG00000173638,ENSG00000137563,ENSG00000259332,ENSG00000100714,ENSG00000103707,ENSG00000120254,ENSG00000144908,ENSG00000136371
Medium chain acyl-coa dehydrogenase deficiency (MCAD)	SMPDB	ENSG00000196177,ENSG00000105607,ENSG00000151726,ENSG00000138029,ENSG00000084754,ENSG00000115361,ENSG00000075239,ENSG00000117054,ENSG00000157184,ENSG00000127884,ENSG00000167315,ENSG00000122971,ENSG00000110090,ENSG00000072778
